year,company,facility,city,province,naics,amount
2021,Surge Energy Inc.,Surge Nevis 06-19-038-22W4,Red Deer County,Alberta,211110,13.8689
2021,Whitecap Resources Inc.,Pinto 16-16-002-03W2 MWB,N/A,Saskatchewan,211110,0.34672
2021,Whitecap Resources Inc.,Pinto 16-16-002-03W2 MWB,N/A,Saskatchewan,211110,0.34672
2021,Campus Energy Partners Operations Inc. ,Parkland Power Plant 06-11,Parkland ,Alberta,221121,19.17031
2020,Sun Century Petroleum Corporation,Mikwan Comp Stn 02-02,,Alberta,211110,12.03334
2021,Sun Century Petroleum Corporation,Mikwan Comp Stn 02-02,N/A,Alberta,211110,10.98905
2020,Baytex Energy Ltd,Pembina Oil Battery 16-34-048-09W5,,Alberta,211110,238.705
2021,Baytex Energy Ltd,Pembina Oil Battery 16-34-048-09W5,N/A,Alberta,211110,301.83764
2020,Bonavista Energy Corporation,Willesden Gn 16-12-42-6W5,,Alberta,211110,50.123
2021,Bonavista Energy Corporation,Willesden Gn 16-12-42-6W5,WG 16-12,Alberta,211110,62.908
2020,Canadian Natural Resources Limited,Progress Compressor Station 06-03-078-12W6,,Alberta,211110,53.141
2021,Canadian Natural Resources Limited,Progress Compressor Station 06-03-078-12W6,N/A,Alberta,211110,45.69966
2020,Canadian Natural Resources Limited,South Brintnell Bitumen Satellite 10-14-080-23W4,,Alberta,211110,20.526
2021,Canadian Natural Resources Limited,South Brintnell Bitumen Satellite 10-14-080-23W4,N/A,Alberta,211110,20.4697
2021,Canadian Natural Resources Limited,Progress Compressor Station 11-02-077-10W6,N/A,Alberta,211110,13.97898
2020,Canadian Natural Resources Limited,Teepee Comressor Station 11-33-075-07W6,,Alberta,211110,13.08
2021,Canadian Natural Resources Limited,Teepee Comressor Station 11-33-075-07W6,N/A,Alberta,211110,12.47249
2020,Canadian Natural Resources Limited,Progress Gas Battery 16-36-077-10W6,,Alberta,211110,40.612
2021,Canadian Natural Resources Limited,Progress Gas Battery 16-36-077-10W6,N/A,Alberta,211110,34.42942
2020,Canadian Natural Resources Limited,Ojay Comp Stn A-011-L,,British Columbia,211110,95.8
2021,Canadian Natural Resources Limited,Ojay Comp Stn A-011-L,N/A,British Columbia,211110,66.79873
2020,Connacher Oil and Gas Limited,Pod One,FORT MCMURRAY,Alberta,211141,142.0307
2021,Connacher Oil and Gas Limited,Pod One,Fort McMurray,Alberta,211141,127.1033
2020,Lynx Energy ULC,Three Hills Creek Gas Battery 01-36,CALGARY,Alberta,211110,29.1439
2021,Lynx Energy ULC,Three Hills Creek Gas Battery 01-36,Calgary,Alberta,211110,27.4464
2020,Husky Oil Operations Limited,ANSELL BT 02-06-048-19W5,YELLOWHEAD COUNTY,Alberta,211110,60.40041
2021,Husky Oil Operations Limited,ANSELL BT 02-06-048-19W5,N/A,Alberta,211110,61.910241
2021,Cenovus Energy Inc.,Elmworth Comp Stn 05-20,N/A,Alberta,211110,23.3256
2020,Lynx Energy ULC,Three Hills Creek Gas Battery 05-36,CALGARY,Alberta,211110,22.6686
2021,Lynx Energy ULC,Three Hills Creek Gas Battery 05-36,Calgary,Alberta,211110,24.1539
2020,Cenovus Energy Inc.,Pembina Comp Stn 06-09,,Alberta,211110,79.803
2021,Cenovus Energy Inc.,Pembina Comp Stn 06-09,N/A,Alberta,211110,81.58546
2020,Cenovus Energy Inc.,Wapiti Comp Station 06-28,,Alberta,211110,24.705
2021,Cenovus Energy Inc.,Wapiti Comp Station 06-28,N/A,Alberta,211110,24.63744
2020,Cenovus Energy Inc.,Wapiti Comp Station 07-23,,Alberta,211110,287.713
2021,Cenovus Energy Inc.,Wapiti Comp Station 07-23,N/A,Alberta,211110,297.85655
2021,Cenovus Energy Inc.,Pembina Gas Battery 10-24,N/A,Alberta,211110,32.97088
2021,Cenovus Energy Inc.,Wapiti Comp Station 11-07,N/A,Alberta,211110,14.32007
2020,Cenovus Energy Inc.,Berland River West Comp Station 11-23,,Alberta,211110,25.727
2021,Cenovus Energy Inc.,Berland River West Comp Station 11-23,N/A,Alberta,211110,25.46258
2020,Cenovus Energy Inc.,Wolf Lake Comp Station 14-32,,Alberta,211110,69.274
2021,Cenovus Energy Inc.,Wolf Lake Comp Station 14-32,N/A,Alberta,211110,65.74151
2020,Canadian Natural Resources Limited,CR4 Comp Stn d-011-D,,British Columbia,211110,13.456
2020,Ember Resources Inc.,09-14-041-21W4 North Buffalo,PONOKA,Alberta,211110,47.45
2021,Ember Resources Inc.,09-14-041-21W4 North Buffalo,Ponoka,Alberta,211110,49.1
2020,Ember Resources Inc.,South Buffalo 10-31-039-20W4,STETTLER,Alberta,211110,44.89
2021,Ember Resources Inc.,South Buffalo 10-31-039-20W4,Stettler,Alberta,211110,43.48
2020,TORC Oil & Gas Ltd.,Browning Oil Battery 02-13,,Saskatchewan,211110,3.326
2021,Whitecap Resources Inc.,Browning 02-13-006-06W2 MWB,N/A,Saskatchewan,211110,3.8232999999999997
2021,Whitecap Resources Inc.,Browning 02-13-006-06W2 MWB,N/A,Saskatchewan,211110,3.8232999999999997
2020,Crescent Point Energy Corp.,Carnduff Oil MWB 07-36,,Saskatchewan,211110,0.292
2020,Crescent Point Energy Corp.,Battrum Oil MWB 07-21,,Saskatchewan,211110,19.833
2021,Crescent Point Energy Corp.,Battrum Oil MWB 07-21,N/A,Saskatchewan,211110,14.28211
2020,Allied Energy Corporation,ALLIED TATAGWA 12-30-006-15W2,,Saskatchewan,211110,3.351
2021,Allied Energy Corporation,ALLIED TATAGWA 12-30-006-15W2,Lomond,Saskatchewan,211110,10.15
2020,West 5 Resources Inc.,Bei Chip Lake 10-29,WILDWOOD,Alberta,211110,39.946
2021,West 5 Resources Inc.,Bei Chip Lake 10-29,Wildwood,Alberta,211110,59.635
2020,Long Run Exploration Ltd,LRE - Gentry Mulligan 16-29,,Alberta,211110,0.1754
2021,Long Run Exploration Ltd,LRE - Gentry Mulligan 16-29,N/A,Alberta,211110,0.24009999999999998
2020,Doepker Industries Ltd.,Moose Jaw Branch - Caribou St.,MOOSE JAW,Saskatchewan,336212,1.1
2021,Doepker Industries Ltd.,Moose Jaw Branch - Caribou St.,Moose Jaw,Saskatchewan,336212,1.0
2020,Ember Resources Inc.,01-14-035-19W4 Fenn Big Valley,FENN BIG VALLEY,Alberta,211110,29.14
2021,Ember Resources Inc.,01-14-035-19W4 Fenn Big Valley,Fenn Big Valley,Alberta,211110,30.53
2020,Jupiter Resources Inc.,Kakwa Gas Battery 04-26-061-05W6,CALGARY,Alberta,211110,104.509
2021,Tourmaline Oil Corp,Kakwa Gas Battery 04-26-061-05W6,Calgary,Alberta,211110,38.3665
2020,Ember Resources Inc.,06-19-35-24-W4M Huxley Comp Station,,Alberta,211110,25.98
2021,Ember Resources Inc.,06-19-35-24-W4M Huxley Comp Station,N/A,Alberta,211110,28.7
2020,Ovintiv Canada ULC,BISSETTE Compressor Station 09-15-077-15W6 (F7665),,British Columbia,211110,97.601
2021,Ovintiv Canada ULC,Dawson Creek Comp Stn 09-15,Dawson Creek,British Columbia,211110,98.484
2020,Tourmaline Oil Corp,Leland Comp Stn 14-34-058-26-W5,HINTON,Alberta,211110,38.4738
2021,Tourmaline Oil Corp,Leland Comp Stn 14-34-058-26-W5,Calgary,Alberta,211110,17.7744
2020,Ovintiv Canada ULC,BISSETTE Compressor Station a-005-G/093-P-09 (F7690),,British Columbia,211110,141.066
2021,Ovintiv Canada ULC,Hythe Comp Stn A-005-G,Dawson Creek,British Columbia,211110,139.98
2020,Ovintiv Canada ULC,STEEPROCK Compressor Station c-027-B/093-P-08 (F7595),,British Columbia,211110,22.954
2021,Ovintiv Canada ULC,Kelly Comp Stn c-027-B,Dawson Creek,British Columbia,211110,18.576999999999998
2020,Cenovus Energy Inc.,Wapiti Comp Station 10-30,,Alberta,211110,39.6
2021,Cenovus Energy Inc.,Wapiti Comp Station 10-30,N/A,Alberta,211110,39.49175
2020,Long Run Exploration Ltd,LRE - Kenzie Oil Battery 13-04,,Alberta,211110,11.3492
2021,Long Run Exploration Ltd,LRE - Kenzie Oil Battery 13-04,N/A,Alberta,211110,31.2047
2020,Long Run Exploration Ltd,LRE - Dreau 14-11,,Alberta,211110,23.1263
2021,Long Run Exploration Ltd,LRE - Dreau 14-11,N/A,Alberta,211110,40.6979
2020,Sinopec Canada,Brazeau Comp Stn 06-29,,Alberta,211110,20.579
2021,Sinopec Canada,Brazeau Comp Stn 06-29,N/A,Alberta,211110,48.22837
2020,Husky Oil Operations Limited,BIVOUAC B-099-H/094-I-08,RAINBOW LAKE,British Columbia,211110,114.16997
2021,Husky Oil Operations Limited,BIVOUAC B-099-H/094-I-08,Rainbow Lake,British Columbia,211110,31.25778
2020,Canadian Natural Resources Limited,Cypress Sour Gas Plant 04-29-014-10W4,,Alberta,211110,0.815
2021,Canadian Natural Resources Limited,Cypress Sour Gas Plant 04-29-014-10W4,N/A,Alberta,211110,0.94162
2020,Whitecap Resources Inc.,Success 12-07-015-15W3 BTY,,Saskatchewan,211110,1.635
2021,Whitecap Resources Inc.,Success 12-07-015-15W3 BTY,N/A,Saskatchewan,211110,1.51438
2020,Crescent Point Energy Corp.,Bryant Oil MWB 13-15,,Saskatchewan,211110,0.988
2021,Crescent Point Energy Corp.,Bryant Oil MWB 13-15,N/A,Saskatchewan,211110,1.63371
2021,Husky Oil Operations Limited,BLUESKY CS 15-06-109-07W6,N/A,Alberta,211110,15.741913
2020,Husky Oil Operations Limited,Mclean Creek Dehy 16-09-022-06W5,BRAGG CREEK,Alberta,211110,22.99386
2021,PIERIDAE ALBERTA PRODUCTION LTD.,Mclean Creek Dehy 16-09-022-06W5,Calgary,Alberta,211110,16.3166
2020,Prairie Thunder Resources Ltd.,Northend Oil Battery 16-20-040-28W3,Killarney Lake,Saskatchewan,211110,2.8895
2020,Prairie Thunder Resources Ltd.,Northend Oil Battery 16-20-040-28W3,Killarney Lake,Saskatchewan,211110,2.8895
2020,Canadian Natural Resources Limited,Irish Compressor Station 16-36-054-06W4,,Alberta,211110,269.592
2021,Canadian Natural Resources Limited,Irish Compressor Station 16-36-054-06W4,N/A,Alberta,211110,310.84849
2020,Keyera Corp,Brazeau Compressor Station 15-09-047-14W5,,Alberta,211110,131.705
2021,Keyera Corp,Brazeau Compressor Station 15-09-047-14W5,N/A,Alberta,211110,103.03551
2020,Aspenleaf Energy Ltd.,Calmar Acid Gas Re-Injection Plant,,Alberta,211110,4.862
2021,Aspenleaf Energy Ltd.,Calmar Acid Gas Re-Injection Plant,Leduc,Alberta,211110,8.322
2020,Aspenleaf Energy Ltd.,Leduc 10-22 Gas Plant,,Alberta,211110,3.382
2021,Aspenleaf Energy Ltd.,Leduc 10-22 Gas Plant,Leduc,Alberta,211110,39.338
2020,NAL Resources Management,Garrington 03-03-035-04W5,CALGARY,Alberta,211110,100.636
2021,Whitecap Resources Inc.,Garrington 03-03-035-04W5 MWB,N/A,Alberta,211110,70.65587
2021,Whitecap Resources Inc.,Garrington 03-03-035-04W5 MWB,N/A,Alberta,211110,70.65587
2020,i3 Energy Canada Ltd.,Weyburn 12-13-06-13W2M,WEYBURN,Alberta,211110,0.312008
2020,Pine Cliff Energy Ltd.,McLeod River 2-20 Comp.,MCLEOD RIVER,Alberta,211110,88.9341
2020,Accel Canada Holdings Limited,Carson Creek 5-13,,Alberta,211110,18.817
2021,Conifer Energy Inc.,Carson Creek 5-13,N/A,Alberta,211110,18.76548
2020,Pine Cliff Energy Ltd.,Three Hills 6-16,THREE HILLS,Alberta,211110,0.6833
2020,Crescent Point Energy Corp.,West Gull Lake Oil MWB 2-20,,Saskatchewan,211110,0.33699999999999997
2021,Crescent Point Energy Corp.,West Gull Lake Oil MWB 2-20,N/A,Saskatchewan,211110,0.54172
2020,TORC Oil & Gas Ltd.,TORC Ingoldsby Oil Battery 04-17-004-31W1,,Saskatchewan,211110,0.7969999999999999
2021,Whitecap Resources Inc.,Ingoldsby 04-17-004-31W1 MWB,N/A,Saskatchewan,211110,1.04888
2021,Whitecap Resources Inc.,Ingoldsby 04-17-004-31W1 MWB,N/A,Saskatchewan,211110,1.04888
2020,Certus Oil and Gas Inc.,Med River 06-34-39-03-5,CALGARY,Alberta,211110,19.042
2021,Certus Oil and Gas Inc.,Med River 06-34-39-03-5,Calgary,Alberta,211110,22.1424
2020,Obsidian Energy Ltd.,Seal Bitumen Battery 14-13,,Alberta,211110,1.3860000000000001
2020,TORC Oil & Gas Ltd.,Macoun Oil Battery 15-13,,Saskatchewan,211110,0.502
2021,Whitecap Resources Inc.,Macoun 15-13-004-10W2 MWB,N/A,Saskatchewan,211110,0.65844
2021,Whitecap Resources Inc.,Macoun 15-13-004-10W2 MWB,N/A,Saskatchewan,211110,0.65844
2020,Vermilion Energy Inc.,SKBTB4L3687,,Saskatchewan,211110,0.827
2020,Obsidian Energy Ltd.,Seal Bitumen Battery 16-23,,Alberta,211110,0.294
2021,Obsidian Energy Ltd.,Seal Bitumen Battery 16-23,Calgary,Alberta,211110,0.8553999999999999
2021,Crescent Point Energy Corp.,Hartaven Oil MWB 16-35,N/A,Saskatchewan,211110,0.31473
2020,PETRONAS Energy Canada Ltd.,Julienne B-66-A/94-G-2,,British Columbia,211110,14.149
2021,PETRONAS Energy Canada Ltd.,Julienne B-66-A/94-G-2,Julienne,British Columbia,211110,16.478
2020,PETRONAS Energy Canada Ltd.,West Beg c-34-C/94-G-1,,British Columbia,211110,38.743
2021,PETRONAS Energy Canada Ltd.,West Beg c-34-C/94-G-1,Town North,British Columbia,211110,40.9
2020,Crescent Point Energy Corp.,Ingoldsby Oil MWB 16-13,,Saskatchewan,211110,0.837
2020,ARC RESOURCES LTD.,Karr 07-11-064-04W6,CALGARY,Alberta,211110,1422.1
2021,ARC RESOURCES LTD.,Karr 07-11-064-04W6,N/A,Alberta,211110,673.095834
2020,ARC RESOURCES LTD.,Lator #1 01-21-063-02W6,CALGARY,Alberta,211110,77.16
2021,ARC RESOURCES LTD.,Lator #1 01-21-063-02W6,N/A,Alberta,211110,65.203034
2020,Tourmaline Oil Corp,Duvernay Fir Central 09-29-057-21-W5,CALGARY,Alberta,211110,190.5464
2021,Tourmaline Oil Corp,Duvernay Fir Central 09-29-057-21-W5,Calgary,Alberta,211110,176.6905
2020,Tourmaline Oil Corp,Oldman 10-24,CALGARY,Alberta,211110,97.4004
2021,Tourmaline Oil Corp,Oldman 10-24,Calgary,Alberta,211110,112.9626
2020,NorthRiver Midstream Inc.,West Doe Gas Plant,PEACE RIVER REGIONAL DISTRICT,British Columbia,211110,49.0078
2021,NorthRiver Midstream Inc.,West Doe Gas Plant,Peace River Regional District,British Columbia,211110,37.065
2020,PIERIDAE ALBERTA PRODUCTION LTD.,Findley 09-24,CALGARY,Alberta,211110,277.943
2021,PIERIDAE ALBERTA PRODUCTION LTD.,Findley 09-24,Calgary,Alberta,211110,137.8183
2021,Crescent Point Energy Corp.,Benson Oil SWB 14-26,N/A,Saskatchewan,211110,0.28715999999999997
2020,Taqa North Ltd.,PEX CAROLINE 1-32,,Alberta,211110,18.12531
2021,Taqa North Ltd.,PEX CAROLINE 1-32,N/A,Alberta,211110,2.83
2020,Taqa North Ltd.,NRK SUNCHILD 11-18 COMPRESSOR,ALHAMBRA,Alberta,211110,52.583414
2021,Taqa North Ltd.,NRK SUNCHILD 11-18 COMPRESSOR,Alhambra,Alberta,211110,4.862875
2020,102078290 Saskatchewan Ltd.,102078290 Saskatchewan Ltd.,BELLE PLAINE,Saskatchewan,325190,86.3047
2021,102078290 Saskatchewan Ltd.,102078290 Saskatchewan Ltd.,Belle Plaine,Saskatchewan,325190,49.5189
2020,Tolko Industries Ltd.,Tolko Athabasca,Slave Lake,Alberta,321217,90.11
2021,Tolko Industries Ltd.,Tolko Athabasca,Slave Lake,Alberta,321217,81.8324
2020,Vermilion Energy Inc.,SKBTB4L3925,,Saskatchewan,211110,0.418
2020,University of Calgary,Central Heating and Cooling Plant,CALGARY,Alberta,611310,60.537
2021,University of Calgary,Central Heating and Cooling Plant,Calgary,Alberta,611310,61.451
2020,SGO Mining Inc.,Seabee,SASKATOON,Saskatchewan,212220,13.98
2021,SGO Mining Inc.,Seabee,Saskatoon,Saskatchewan,212220,8.29
2020,Canadian Natural Resources Limited,Horizon Oil Sands Processing Plant and Mine,Fort McMurray,Alberta,211142,2778.528
2021,Canadian Natural Resources Limited,Horizon Oil Sands Processing Plant and Mine,Fort McMurray,Alberta,211142,2570.6304
2020,TORC Oil & Gas Ltd.,TORC Macoun Oil Battery 06-24-004-09W2,,Saskatchewan,211110,5.133
2021,Whitecap Resources Inc.,Macoun 06-24-004-09W2 MWB,N/A,Saskatchewan,211110,4.4802
2021,Whitecap Resources Inc.,Macoun 06-24-004-09W2 MWB,N/A,Saskatchewan,211110,4.4802
2020,TORC Oil & Gas Ltd.,TORC Arcola Oil Battery 07-29-009-04W2,,Saskatchewan,211110,0.20099999999999998
2021,Whitecap Resources Inc.,White Bear 07-29-009-04W2 MWB,N/A,Saskatchewan,211110,0.27007
2021,Whitecap Resources Inc.,White Bear 07-29-009-04W2 MWB,N/A,Saskatchewan,211110,0.27007
2020,Advantage Oil & Gas Ltd.,Glacier Sour Gas Plant 05-02,,Alberta,211110,303.572
2021,Advantage Oil & Gas Ltd.,Glacier Sour Gas Plant 05-02,N/A,Alberta,211110,555.57
2020,Jayhawk Resources Ltd.,JHK WILSON CREEK 05-26,,Alberta,211110,54.8821
2021,Jayhawk Resources Ltd.,JHK WILSON CREEK 05-26,na,Alberta,211110,53.235613
2020,TransGlobe Energy Corporation,Harmattan Comp Stn 09-05,,Alberta,211110,42.5933
2021,TransGlobe Energy Corporation,Harmattan Comp Stn 09-05,N/A,Alberta,211110,8.46
2020,ATCO Electric Ltd.,Third Lake Generating Station,FORT CHIPEWYAN,Alberta,221112,164.67
2021,ATCO Electric Ltd.,Third Lake Generating Station,Fort Chipewyan,Alberta,221112,152.85
2020,Polar Star Canadian Oil and Gas Inc.,Conroy D-48-C/94-H-12,,British Columbia,211110,52.30124
2021,Tourmaline Oil Corp,Conroy D-48-C/94-H-12,Calgary,British Columbia,211110,32.7033
2020,Bonavista Energy Corporation,Fbank Ggs 09-01-043-01w5,,Alberta,211110,101.835
2021,Bonavista Energy Corporation,Fbank Ggs 09-01-043-01w5,MORNSIDE,Alberta,211110,48.427
2020,Canadian Natural Resources Limited,Narraway Gas Battery 08-33-063-13W6,,Alberta,211110,31.139
2021,Canadian Natural Resources Limited,Narraway Gas Battery 08-33-063-13W6,N/A,Alberta,211110,30.97596
2020,Canadian Natural Resources Limited,Karr Creek Compressor Station 12-28-064-03W6,,Alberta,211110,16.828
2021,Canadian Natural Resources Limited,Karr Creek Compressor Station 12-28-064-03W6,N/A,Alberta,211110,17.20388
2020,Canadian Natural Resources Limited,Enchant Oil Battery 02-06-013-15W4,,Alberta,211110,53.825
2021,Canadian Natural Resources Limited,Enchant Oil Battery 02-06-013-15W4,N/A,Alberta,211110,51.77827
2020,Canadian Natural Resources Limited,Hatton Senate Compressor Station 01-04-016-29W3,,Saskatchewan,211110,191.351
2021,Canadian Natural Resources Limited,Hatton Senate Compressor Station 01-04-016-29W3,N/A,Saskatchewan,211110,218.46369
2020,Capital Power (Alberta) Limited Partnership,Clover Bar Energy Centre,EDMONTON,Alberta,221112,143.0915
2021,Capital Power (Alberta) Limited Partnership,Clover Bar Energy Centre,Edmonton,Alberta,221112,122.075
2020,Aspenleaf Energy Ltd.,Celtic Swan Hills 06-36-65-09-W5M,,Alberta,211110,0.18
2021,Aspenleaf Energy Ltd.,Celtic Swan Hills 06-36-65-09-W5M,Swan Hills,Alberta,211110,0.19699999999999998
2020,Tourmaline Oil Corp,Mulligan Fourth Creek 15-13-082-09-W6,GRANDE PRAIRIE,Alberta,211110,220.2702
2021,Tourmaline Oil Corp,Mulligan Fourth Creek 15-13-082-09-W6,Calgary,Alberta,211110,221.7673
2020,Canadian Natural Resources Limited,Cessford Compressor Station 10-27-024-11W4,,Alberta,211110,31.301
2021,Canadian Natural Resources Limited,Cessford Compressor Station 10-27-024-11W4,N/A,Alberta,211110,30.04289
2020,Cenovus Energy Inc.,Elmworth Comp Stn 07-14-068-13W6,,Alberta,211110,6.222
2021,Cenovus Energy Inc.,Elmworth Comp Stn 07-14-068-13W6,N/A,Alberta,211110,5.92413
2020,Cenovus Energy Inc.,Gilby Gas Battery 08-16,,Alberta,211110,25.383
2021,Cenovus Energy Inc.,Gilby Gas Battery 08-16,N/A,Alberta,211110,26.17774
2020,Cenovus Energy Inc.,Goodwin Gas Battery 10-29,,Alberta,211110,24.196
2021,Cenovus Energy Inc.,Goodwin Gas Battery 10-29,N/A,Alberta,211110,24.12982
2020,Pine Cliff Energy Ltd.,Huxley Comp Station 08-32,,Alberta,211110,60.1577
2021,Pine Cliff Energy Ltd.,Huxley Compressor Station 08-32-033-24W4,na,Alberta,211110,26.83264
2020,Cenovus Energy Inc.,Placid Gas Battery 06-31,,Alberta,211110,57.012
2021,Cenovus Energy Inc.,Placid Gas Battery 06-31,N/A,Alberta,211110,65.61542
2020,Pine Cliff Energy Ltd.,Twining Comp Stn 14-19,,Alberta,211110,94.1151
2021,Pine Cliff Energy Ltd.,Huxley Compressor Station 14-19-033-23W4,na,Alberta,211110,35.1181
2020,"Grande Prairie Generation, Inc.",Northern Prairie Thermal Electric Power Plant,SEXSMITH,Alberta,221112,96.1224
2021,"Grande Prairie Generation, Inc.",Northern Prairie Thermal Electric Power Plant,Sexsmith,Alberta,221112,137.3107
2020,Surge Energy Inc.,Astra Chauvin Oil Battery 10-35,,Alberta,211110,0.4708
2021,Surge Energy Inc.,Astra Chauvin Oil Battery 10-35,N/A,Alberta,211110,0.5471
2020,Crescent Point Energy Corp.,Forget Oil MWB 09-32,,Saskatchewan,211110,0.644
2021,Crescent Point Energy Corp.,Forget Oil MWB 09-32,N/A,Saskatchewan,211110,0.73366
2020,Allied Energy Corporation,ALLIED WEYBURN 5-1-6-14W2,Lomond,Saskatchewan,211110,0.6729999999999999
2021,Allied Energy Corporation,ALLIED WEYBURN 5-1-6-14W2,Lomond,Saskatchewan,211110,2.153
2020,Crew Energy Inc.,Aux Sable Septimus Sweet Gas Plant 12-27,,British Columbia,211110,172.194
2021,Crew Energy Inc.,Aux Sable Septimus Sweet Gas Plant 12-27,N/A,British Columbia,211110,172.62731
2020,Long Run Exploration Ltd,LRE - Edson Gas Plant 01-13,EDSON,Alberta,211110,113.1771
2021,Long Run Exploration Ltd,LRE - Edson Gas Plant 01-13,Edson,Alberta,211110,273.2242
2020,Sinopec Canada,Karr Comp Stn 16-21,,Alberta,211110,12.047
2020,Ember Resources Inc.,13-27-041-21 W4M Bashaw,BASHAW,Alberta,211110,27.86
2021,Ember Resources Inc.,13-27-041-21 W4M Bashaw,Bashaw,Alberta,211110,23.54
2020,Ember Resources Inc.,Ewing Lake Comp Stn 15-33,,Alberta,211110,49.35
2021,Ember Resources Inc.,Ewing Lake Comp Stn 15-33,N/A,Alberta,211110,29.81
2020,Ovintiv Canada ULC,HORN RIVER Compressor Station c-067-K/094-O-08 (F7749),,British Columbia,211110,115.466
2021,Ovintiv Canada ULC,Horn River Comp Stn c-067-K,Fort Nelson,British Columbia,211110,107.182
2020,Ember Resources Inc.,Rich Gas Battery 04-24,,Alberta,211110,33.86
2021,Ember Resources Inc.,Rich Gas Battery 04-24,N/A,Alberta,211110,24.68
2020,Ember Resources Inc.,16-01-35-22-W4M Rich Gas Battery,,Alberta,211110,20.42
2020,Enmax Generation Portfolio Inc,Crossfield Energy Centre,CROSSFIELD,Alberta,221112,20.68
2021,Enmax Generation Portfolio Inc,Crossfield Energy Centre,Crossfield,Alberta,221112,74.729
2020,Crescent Point Energy Corp.,Judy Creek Oil MWB 12-03,,Alberta,211110,0.6769999999999999
2021,Crescent Point Energy Corp.,Judy Creek Oil MWB 12-03,N/A,Alberta,211110,0.57448
2020,Ember Resources Inc.,Twining Comp Stn 01-11,,Alberta,211110,111.87
2021,Ember Resources Inc.,Twining Comp Stn 01-11,na,Alberta,211110,114.06
2020,Ember Resources Inc.,Twining Gas Battery and Comp Stn 12-10,,Alberta,211110,171.94
2021,Ember Resources Inc.,Twining Gas Battery and Comp Stn 12-10,N/A,Alberta,211110,43.97
2020,Long Run Exploration Ltd,LRE - Berwyn 08-36,,Alberta,211110,16.1211
